# Parametros de entrada

# neq =            +19 (numero de equacoes do sistema)
# p   =    +0,00100000 (precisao desejada)
# h   =    +0,00010000 (passo)
# ti  =    +0,00000000 (menor extremo do intervalo)
# tf  = +1000,00000000 (maior extremo do intervalo)
# N   =      +10000000 (numero de iteracoes)

# Matriz A (matriz de coeficientes do sistema)
#   -2,76597426	   +0,46200000	   +0,00095000	   +0,00001900	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00047500	   +0,00021100	   +0,01900000	   +0,00000000	   +0,00000000	   +0,00038000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,83200000	   -0,46299426	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,24300000	   +0,00000000	   -0,00194426	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,03880000	   +0,00000000	   +0,00000000	   -0,00101326	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,67900000	   +0,00000000	   +0,00000000	   +0,00000000	   -0,00111746	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00004110	   -0,00107636	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00008210	   +0,00008210	   -0,00099426	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,67900000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   -0,00173426	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00024700	   -0,00148726	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00049300	   +0,00049300	   -0,00099426	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,09700000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   -0,00289426	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00095000	   -0,00120526	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,00068000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   -0,01999426	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,00120000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00047500	   +0,00000000	   +0,00000000	   -1,00099426	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +1,00000000	   -0,00099426	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,01940000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   -0,00137426	   +0,00000000	   +0,00000000	   +0,00000000	
#   +0,06790000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   -0,04719426	   +0,00000000	   +0,00000000	
#   +0,10700000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,04620000	  -12,00099426	   +0,00000000	
#   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	  +12,00000000	   -0,00099426	

# Vetor CI (vetor com as condicoes iniciais)
#   +1,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	   +0,00000000	

#Colunas dispostas de acordo com o tempo, tk, e a quantidade em cada compartimento, respectivamente, em cada iteracao:#

   +0.00000000	   +1.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000	   +0.00000000
   +1.00000000	+9.46010050e-002	+2.17001839e-001	+8.63825554e-002	+1.38014568e-002	+2.41515924e-001	+6.82132596e-006	+1.36267115e-005	+2.41413570e-001	+4.09778730e-005	+8.18135160e-005	+3.44591718e-002	+2.25069343e-005	+2.38748813e-004	+2.30154879e-004	+2.07952357e-004	+6.89900993e-003	+2.33997066e-002	+1.08691899e-003	+3.77493486e-002
   +2.00000000	+3.51319087e-002	+1.71386021e-001	+9.93944167e-002	+1.58930044e-002	+2.78091811e-001	+1.76113926e-005	+3.51835667e-005	+2.77827640e-001	+1.05748664e-004	+2.11200106e-004	+3.96176463e-002	+5.80592711e-005	+2.70518319e-004	+1.33897788e-004	+3.86699289e-004	+7.94207554e-003	+2.59082234e-002	+4.27941042e-004	+4.53341309e-002
   +3.00000000	+2.40157922e-002	+1.26775982e-001	+1.06193491e-001	+1.69938897e-002	+2.97327928e-001	+2.94361640e-005	+5.88101060e-005	+2.96886523e-001	+1.76667780e-004	+3.52958996e-004	+4.22928201e-002	+9.69569798e-005	+2.84543057e-004	+8.27696814e-005	+4.91349762e-004	+8.48955140e-003	+2.66214281e-002	+3.22459695e-004	+4.96929524e-002
   +4.00000000	+1.75923862e-002	+9.33564490e-002	+1.10991430e-001	+1.77760881e-002	+3.10985187e-001	+4.19135505e-005	+8.37432755e-005	+3.10356875e-001	+2.51434114e-004	+5.02504245e-004	+4.41671429e-002	+1.37933551e-004	+2.92781645e-004	+5.86898121e-005	+5.60136747e-004	+8.87752078e-003	+2.67597607e-002	+2.64000263e-004	+5.31425734e-002
   +5.00000000	+1.29603042e-002	+6.87334152e-002	+1.14455264e-001	+1.83458630e-002	+3.20923731e-001	+5.48580051e-005	+1.09612566e-004	+3.20101626e-001	+3.28929303e-004	+6.57608346e-004	+4.55074932e-002	+1.80373059e-004	+2.97185009e-004	+4.62767425e-005	+6.11421927e-004	+9.15916193e-003	+2.65302338e-002	+2.20814304e-004	+5.59869159e-002
   +6.00000000	+9.55692671e-003	+5.06133246e-002	+1.16944968e-001	+1.87605212e-002	+3.28146791e-001	+6.81381510e-005	+1.36155638e-004	+3.27125984e-001	+4.08361499e-004	+8.16694111e-004	+4.64580009e-002	+2.23839432e-004	+2.98819627e-004	+3.91002720e-005	+6.53190578e-004	+9.36316117e-003	+2.60473041e-002	+1.87882521e-004	+5.83749420e-002
   +7.00000000	+7.05285306e-003	+3.72798982e-002	+1.18718383e-001	+1.90611068e-002	+3.33372908e-001	+8.16576055e-005	+1.63180027e-004	+3.32149940e-001	+4.89149860e-004	+9.78604501e-004	+4.71219100e-002	+2.68012864e-004	+2.98449777e-004	+3.45292841e-005	+6.89183643e-004	+9.51006478e-003	+2.53924953e-002	+1.62495831e-004	+6.04129076e-002
   +8.00000000	+5.21025234e-003	+2.74687129e-002	+1.19964857e-001	+1.92777608e-002	+3.37129746e-001	+9.53454733e-005	+1.90544163e-004	+3.35702221e-001	+5.70867232e-004	+1.14248849e-003	+4.75750382e-002	+3.12658234e-004	+2.96636144e-004	+3.14160147e-005	+7.21363675e-004	+9.61496103e-003	+2.46250199e-002	+1.42711341e-004	+6.21794501e-002
   +9.00000000	+3.85436721e-003	+2.02492903e-002	+1.20823695e-001	+1.94326585e-002	+3.39805517e-001	+1.09149599e-004	+2.18143893e-004	+3.38171825e-001	+6.53199464e-004	+1.30772006e-003	+4.78731660e-002	+3.57602687e-004	+2.93790619e-004	+2.92064930e-005	+7.50884126e-004	+9.68895064e-003	+2.37878062e-002	+1.27099817e-004	+6.37330604e-002
  +10.00000000	+2.85661977e-003	+1.49369557e-002	+1.21397402e-001	+1.95421169e-002	+3.41685873e-001	+1.23031618e-004	+2.45902599e-004	+3.39844981e-001	+7.35915551e-004	+1.47383874e-003	+4.80573375e-002	+4.02719181e-004	+2.90215679e-004	+2.75999336e-005	+7.78486951e-004	+9.74020171e-003	+2.29118350e-002	+1.14607398e-004	+6.51173865e-002
  +11.00000000	+2.12239976e-003	+1.10279070e-002	+1.21761403e-001	+1.96181423e-002	+3.42981008e-001	+1.36963309e-004	+2.73763922e-004	+3.40932304e-001	+8.18845669e-004	+1.64050589e-003	+4.81577538e-002	+4.47914386e-004	+2.86133300e-004	+2.64142787e-005	+8.04678894e-004	+9.77472457e-003	+2.20193236e-002	+1.04456397e-004	+6.63651273e-002
  +12.00000000	+1.58209050e-003	+8.15143354e-003	+1.21971197e-001	+1.96695696e-002	+3.43845585e-001	+1.50923918e-004	+3.01686411e-004	+3.41588771e-001	+9.01865010e-004	+1.80747250e-003	+4.81966372e-002	+4.93119776e-004	+2.81706241e-004	+2.55299970e-005	+8.29818469e-004	+9.79694174e-003	+2.11260681e-002	+9.60724399e-005	+6.75008981e-002
  +13.00000000	+1.18446620e-003	+6.03475668e-003	+1.22067621e-001	+1.97028995e-002	+3.44393410e-001	+1.64898186e-004	+3.29639583e-004	+3.41928417e-001	+9.84881894e-004	+1.97455552e-003	+4.81903394e-002	+5.38285078e-004	+2.77053696e-004	+2.48644379e-005	+8.54164242e-004	+9.81010748e-003	+2.02431650e-002	+8.90308489e-005	+6.85433407e-002
  +14.00000000	+8.91833580e-004	+4.47715872e-003	+1.22080726e-001	+1.97229154e-002	+3.44708226e-001	+1.78874892e-004	+3.57601028e-004	+3.42035152e-001	+1.06782901e-003	+2.14162041e-003	+4.81508920e-002	+5.83373448e-004	+2.72262812e-004	+2.43587342e-005	+8.77904592e-004	+9.81661631e-003	+1.93782769e-002	+8.30171942e-005	+6.95066770e-002
  +15.00000000	+6.76456934e-004	+3.33094629e-003	+1.22032623e-001	+1.97331373e-002	+3.44851652e-001	+1.92845795e-004	+3.85554274e-004	+3.41970720e-001	+1.15065699e-003	+2.30856839e-003	+4.80871481e-002	+6.28357921e-004	+2.67397171e-004	+2.39702858e-005	+9.01177488e-004	+9.81823021e-003	+1.85365627e-002	+7.77982576e-005	+7.04018531e-002
